condition,ai_access_mean,ai_reliability,verification_support,peer_response_probability,metric,mean,ci_low,ci_high,n
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,final_mean_weighted_degree,4.47013529265192,4.458225029031184,4.482045556272655,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,final_recent_active_tie_fraction,0.9322896602105288,0.9302976108065132,0.9342817096145445,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,final_mean_unique_peer_partners,10.661555555555555,10.617209298068472,10.705901813042638,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,final_mean_peer_marginal,0.0096041629631902,0.00927877052021583,0.009929555406164572,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,final_mean_ai_availability_probability,0.8494877172357016,0.8476588382364048,0.8513165962349984,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,edge_count_ratio,1.0219999999999998,1.0193775731994914,1.0246224268005082,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,new_edge_ratio,0.021999999999999957,0.019377573199491672,0.024622426800508242,20
A0.35_R0.74_V0.70_P0.90,0.35,0.74,0.7,0.9,strong_tie_fraction,0.6488240096072665,0.6411648167483185,0.6564832024662145,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_peer_share,0.4423666666666666,0.4367611195679778,0.44797221376535534,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_ai_share,0.3332555555555555,0.3279274285454313,0.3385836825656798,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_hybrid_share,0.2243777777777778,0.22124746236635928,0.2275080931891963,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_human_interaction_rate,0.6667444444444445,0.6614163174343203,0.6720725714545687,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_ai_use_rate,0.5576333333333334,0.5520277862346447,0.5632388804320222,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_quality,0.6081546589996488,0.6053461135195115,0.6109632044797861,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_success_rate,0.4839666666666667,0.4754747106598736,0.4924586226734598,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_knowledge,0.6611568662607537,0.6574446455818014,0.6648690869397059,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_knowledge_gini,0.07488471352243395,0.07291421482675248,0.07685521221811542,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_knowledge_rank_corr_with_initial,0.9844879007444837,0.9834416171739319,0.9855341843150355,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_performance_gini,0.09322898055244985,0.09242017841068982,0.09403778269420988,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_ai_trust,0.6681294585538137,0.6675882643705293,0.668670652737098,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_peer_trust,0.571062318444252,0.5684951444122213,0.5736294924762828,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_tie_strength,0.43392441123723985,0.4328787139556437,0.434970108518836,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_network_density,0.05729186840471754,0.05714993929908726,0.05743379751034782,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_weighted_degree,4.449916452079348,4.435121066725223,4.464711837433473,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_recent_active_tie_fraction,0.9158998821239186,0.9135582233257749,0.9182415409220623,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_unique_peer_partners,10.950777777777779,10.901842478430895,10.999713077124662,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_peer_marginal,0.005760083899156074,0.005436022786396812,0.006084145011915337,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,final_mean_ai_availability_probability,0.8494877172357016,0.8476588382364048,0.8513165962349984,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,edge_count_ratio,1.0278333333333332,1.025163174461136,1.0305034922055303,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,new_edge_ratio,0.027833333333333293,0.025163174461136178,0.03050349220553041,20
A0.35_R0.90_V0.30_P0.60,0.35,0.9,0.3,0.6,strong_tie_fraction,0.6273938305839083,0.6203068867304945,0.6344807744373221,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_peer_share,0.4476444444444444,0.44225764716038185,0.45303124172850695,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_ai_share,0.33096666666666663,0.3253997437970959,0.33653358953623735,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_hybrid_share,0.2213888888888888,0.21737815980632014,0.22539961797145747,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_human_interaction_rate,0.6690333333333334,0.6634664104637626,0.6746002562029041,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_ai_use_rate,0.5523555555555556,0.546968758271493,0.5577423528396181,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_quality,0.6081168270354868,0.6054481261843667,0.6107855278866068,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_success_rate,0.48378888888888893,0.4752330031190712,0.4923447746587067,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_knowledge,0.6612473728661052,0.6575193295725367,0.6649754161596738,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_knowledge_gini,0.07485175395714398,0.07292933221889458,0.07677417569539338,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_knowledge_rank_corr_with_initial,0.9844685338970971,0.9833904188648627,0.9855466489293315,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_performance_gini,0.09341059056265269,0.09265274459398376,0.09416843653132162,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_ai_trust,0.6682620815441078,0.6675959507014093,0.6689282123868063,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_peer_trust,0.5715654995441436,0.568865927800486,0.5742650712878012,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_tie_strength,0.4351410140395163,0.434090995388222,0.43619103269081066,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_network_density,0.05684208566108003,0.056732806883726644,0.05695136443843342,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_weighted_degree,4.427400515839789,4.414539361045965,4.440261670633613,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_recent_active_tie_fraction,0.9170359422642498,0.9135930112612292,0.9204788732672704,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_unique_peer_partners,10.631888888888888,10.599318368232224,10.664459409545552,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_peer_marginal,0.006088486715873591,0.00571246741823975,0.006464506013507432,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,final_mean_ai_availability_probability,0.8494877172357016,0.8476588382364048,0.8513165962349984,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,edge_count_ratio,1.0185,1.0163841505808466,1.0206158494191533,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,new_edge_ratio,0.018499999999999957,0.016384150580846534,0.02061584941915338,20
A0.35_R0.90_V0.30_P0.90,0.35,0.9,0.3,0.9,strong_tie_fraction,0.6353089907799448,0.6277378954547639,0.6428800861051258,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_peer_share,0.4347888888888889,0.4290868575528745,0.44049092022490327,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_ai_share,0.33062222222222215,0.3257691252805975,0.3354753191638468,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_hybrid_share,0.23458888888888887,0.23098970502515753,0.23818807275262022,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_human_interaction_rate,0.6693777777777778,0.6645246808361531,0.6742308747194026,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_ai_use_rate,0.5652111111111111,0.5595090797750968,0.5709131424471254,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_quality,0.6104001153661952,0.6077422794235207,0.6130579513088698,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_success_rate,0.4892999999999999,0.48072963433659077,0.49787036566340903,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_knowledge,0.662676735237352,0.6589840398632998,0.6663694306114043,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_knowledge_gini,0.07417090192791982,0.0722404084009359,0.07610139545490374,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_knowledge_rank_corr_with_initial,0.9838469752985336,0.982726959977362,0.9849669906197052,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_performance_gini,0.0923392306197343,0.09141531473036384,0.09326314650910476,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_ai_trust,0.667739524807103,0.6672115284185118,0.6682675211956941,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_peer_trust,0.572246817111969,0.5696047066837815,0.5748889275401565,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_tie_strength,0.43453908747434616,0.4335004722052318,0.4355777027434605,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_network_density,0.05718299193047795,0.0570151925403424,0.05735079132061349,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_weighted_degree,4.447754964200656,4.4317514665681585,4.463758461833153,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_recent_active_tie_fraction,0.9182699855991017,0.9158354075154371,0.9207045636827662,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_unique_peer_partners,10.935155555555557,10.888541750330363,10.981769360780751,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_peer_marginal,0.006339657014104385,0.006025169177785747,0.006654144850423022,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,final_mean_ai_availability_probability,0.8494877172357016,0.8476588382364048,0.8513165962349984,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,edge_count_ratio,1.0259444444444443,1.0228003783322215,1.0290885105566672,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,new_edge_ratio,0.02594444444444441,0.022800378332221632,0.029088510556667186,20
A0.35_R0.90_V0.70_P0.60,0.35,0.9,0.7,0.6,strong_tie_fraction,0.6299059753260531,0.6231547544370861,0.63665719621502,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_peer_share,0.4331999999999999,0.42898151937894896,0.4374184806210509,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_ai_share,0.33259999999999995,0.32726431086673485,0.33793568913326505,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_hybrid_share,0.23419999999999996,0.23109418691216405,0.23730581308783588,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_human_interaction_rate,0.6673999999999999,0.6620643108667348,0.672735689133265,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_ai_use_rate,0.5668,0.562581519378949,0.571018480621051,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_quality,0.6098638313607205,0.6072610082813276,0.6124666544401135,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_success_rate,0.48878888888888883,0.4803704450149004,0.49720733276287726,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_knowledge,0.662689640414418,0.6589710151332725,0.6664082656955636,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_knowledge_gini,0.07430184533429197,0.07234630350580064,0.07625738716278331,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_knowledge_rank_corr_with_initial,0.983648825574044,0.9825400439674049,0.9847576071806831,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_performance_gini,0.09256948554674042,0.09166290771625339,0.09347606337722746,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_ai_trust,0.6679441445545441,0.6674476935940363,0.6684405955150519,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_peer_trust,0.5729018831253052,0.5702493233353876,0.5755544429152228,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_tie_strength,0.43567728936672206,0.4346378409020295,0.4367167378314146,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_network_density,0.056759031657355644,0.0566222468617119,0.05689581645299939,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_weighted_degree,4.426373059654236,4.412071845107241,4.440674274201231,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_recent_active_tie_fraction,0.9202083398294704,0.917661606659468,0.9227550729994727,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_unique_peer_partners,10.62808888888889,10.584619107532781,10.671558670244998,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_peer_marginal,0.00635084486490105,0.0060462094487555565,0.006655480281046543,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,final_mean_ai_availability_probability,0.8494877172357016,0.8476588382364048,0.8513165962349984,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,edge_count_ratio,1.0174444444444442,1.014952819084883,1.0199360698040052,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,new_edge_ratio,0.0174444444444444,0.014952819084883384,0.01993606980400542,20
A0.35_R0.90_V0.70_P0.90,0.35,0.9,0.7,0.9,strong_tie_fraction,0.6378064192646165,0.6319801699881178,0.6436326685411151,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_peer_share,0.4644444444444444,0.4597883864905059,0.46910050239838286,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_ai_share,0.2938222222222222,0.2899898028471122,0.29765464159733224,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_hybrid_share,0.2417333333333333,0.23839522194536863,0.24507144472129797,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_human_interaction_rate,0.7061777777777778,0.7023453584026678,0.7100101971528878,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_ai_use_rate,0.5355555555555556,0.530899497601617,0.5402116135094941,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_quality,0.5609031010062255,0.5576003913847623,0.5642058106276888,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_success_rate,0.3523,0.344135964855754,0.360464035144246,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_knowledge,0.6240551686158715,0.6196788066715593,0.6284315305601837,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_knowledge_gini,0.09412410859975959,0.09187115932462754,0.09637705787489163,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_knowledge_rank_corr_with_initial,0.9945521291602566,0.9941792932253389,0.9949249650951743,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_performance_gini,0.11292073354547946,0.1117470490795999,0.11409441801135903,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_ai_trust,0.4513974271827668,0.45088064385011756,0.4519142105154161,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_peer_trust,0.5567989770174027,0.5539121551996973,0.559685798835108,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_tie_strength,0.436763123333454,0.43556578087316605,0.437960465793742,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_network_density,0.05821688392302913,0.058042921238546076,0.05839084660751218,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_weighted_degree,4.551261380624772,4.537023274809657,4.565499486439887,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_recent_active_tie_fraction,0.9287601314946681,0.9264691188540704,0.9310511441352658,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_unique_peer_partners,11.0386,10.989020368933822,11.088179631066179,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_peer_marginal,0.012793882367693295,0.012476968540248367,0.013110796195138224,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,edge_count_ratio,1.045611111111111,1.0423245138085664,1.0488977084136557,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,new_edge_ratio,0.04561111111111106,0.0423245138085664,0.04889770841365572,20
A0.60_R0.55_V0.30_P0.60,0.6,0.55,0.3,0.6,strong_tie_fraction,0.640863232547533,0.6341817019387966,0.6475447631562693,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_peer_share,0.4645555555555555,0.45907622352780164,0.47003488758330936,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_ai_share,0.2895222222222221,0.28456608930489896,0.2944783551395453,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_hybrid_share,0.24592222222222215,0.2414007388728967,0.2504437055715476,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_human_interaction_rate,0.7104777777777777,0.7055216448604545,0.7154339106951008,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_ai_use_rate,0.5354444444444443,0.5299651124166904,0.5409237764721981,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_quality,0.5619894608018431,0.5583909599813369,0.5655879616223493,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_success_rate,0.3592666666666666,0.3488153948119465,0.36971793852138674,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_knowledge,0.6243417508854849,0.6199053487819686,0.6287781529890013,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_knowledge_gini,0.09391699627595054,0.0916556414788956,0.09617835107300549,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_knowledge_rank_corr_with_initial,0.9944317935490045,0.994078976295877,0.9947846108021319,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_performance_gini,0.11277789323694012,0.11160190131097218,0.11395388516290807,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_ai_trust,0.4513078138098134,0.4507961137398135,0.4518195138798133,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_peer_trust,0.5578798750638962,0.5548232438030164,0.5609365063247761,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_tie_strength,0.4394035502672195,0.4383354885164855,0.4404716120179535,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_network_density,0.057250155183116026,0.05712846687986136,0.05737184348637069,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_weighted_degree,4.502822734369172,4.488786216231928,4.516859252506416,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_recent_active_tie_fraction,0.9321807862968731,0.9300099949677983,0.9343515776259478,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_unique_peer_partners,10.667666666666666,10.62991817947829,10.705415153855041,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_peer_marginal,0.013081417808152043,0.012784777590218689,0.013378058026085398,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,edge_count_ratio,1.0271111111111113,1.0248387698680155,1.0293834523542071,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,new_edge_ratio,0.027111111111111058,0.024838769868015205,0.02938345235420691,20
A0.60_R0.55_V0.30_P0.90,0.6,0.55,0.3,0.9,strong_tie_fraction,0.6562550356801788,0.6496015490972364,0.6629085222631212,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_peer_share,0.4504,0.4457762602391887,0.45502373976081134,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_ai_share,0.2982333333333333,0.29340943079594073,0.30305723587072586,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_hybrid_share,0.2513666666666667,0.24835685169527463,0.25437648163805876,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_human_interaction_rate,0.7017666666666666,0.696942764129274,0.7065905692040593,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_ai_use_rate,0.5495999999999999,0.5449762602391885,0.5542237397608112,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_quality,0.5638213440252761,0.5602684954038337,0.5673741926467184,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_success_rate,0.36256666666666665,0.3518364435966201,0.3732968897367132,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_knowledge,0.6247044815061317,0.6202743985347977,0.6291345644774656,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_knowledge_gini,0.09361996576484173,0.0913029782338295,0.09593695329585396,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_knowledge_rank_corr_with_initial,0.9943639128500236,0.9939539169572041,0.994773908742843,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_performance_gini,0.11227057213832473,0.11109545167474454,0.11344569260190492,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_ai_trust,0.4511095521250762,0.450499319407192,0.4517197848429604,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_peer_trust,0.5569312562942503,0.5539679079571924,0.5598946046313082,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_tie_strength,0.4373178501129151,0.43624806261985083,0.4383876376059793,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_network_density,0.057970328988206046,0.05782679732385033,0.058113860652561765,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_weighted_degree,4.537766853239803,4.523919569053272,4.551614137426333,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_recent_active_tie_fraction,0.9285477274865952,0.9257070052344607,0.9313884497387297,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_unique_peer_partners,11.018266666666666,10.965392760382361,11.07114057295097,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_peer_marginal,0.012728398806500984,0.012398740394711352,0.013058057218290616,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,edge_count_ratio,1.041611111111111,1.0385673278281078,1.0446548943941143,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,new_edge_ratio,0.04161111111111106,0.03856732782810786,0.044654894394114256,20
A0.60_R0.55_V0.70_P0.60,0.6,0.55,0.7,0.6,strong_tie_fraction,0.6437905213830699,0.6368696507778042,0.6507113919883356,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_peer_share,0.4541222222222222,0.4494685522107685,0.45877589223367593,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_ai_share,0.2937888888888888,0.2896514743241863,0.29792630345359133,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_hybrid_share,0.25208888888888886,0.24807056944580388,0.25610720833197387,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_human_interaction_rate,0.7062111111111112,0.7020736965464087,0.7103485256758137,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_ai_use_rate,0.5458777777777778,0.541224107766324,0.5505314477892316,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_quality,0.5651032657739209,0.5613634768590855,0.5688430546887563,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_success_rate,0.3674444444444444,0.35719445537349365,0.37769443351539517,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_knowledge,0.6250843270001308,0.6206478994338007,0.629520754566461,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_knowledge_gini,0.093554210639077,0.09127242815941705,0.09583599311873695,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_knowledge_rank_corr_with_initial,0.994090623639855,0.9937212917050474,0.9944599555746626,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_performance_gini,0.11190871731761409,0.11054293558119539,0.11327449905403279,20
