shock_condition,replication,seed,final_peer_share,final_ai_share,final_hybrid_share,final_human_interaction_rate,final_ai_use_rate,final_mean_quality,final_success_rate,final_mean_knowledge,final_knowledge_gini,final_knowledge_rank_corr_with_initial,final_performance_gini,final_mean_ai_trust,final_mean_peer_trust,final_mean_tie_strength,final_network_density,final_mean_weighted_degree,final_recent_active_tie_fraction,final_mean_unique_peer_partners,final_mean_peer_marginal,final_mean_ai_availability_probability,initial_edge_count,final_edge_count,edge_retention_ratio,edge_count_ratio,new_edge_ratio,strong_tie_fraction,initial_mean_tie,final_mean_skill,final_skill_gini,runtime_seconds
Persistent drop,18,20278983,0.44444444444444436,0.29133333333333333,0.2642222222222222,0.7086666666666666,0.5555555555555556,0.5800079638584148,0.4122222222222222,0.6478599002857004,0.08827337259827449,0.991546183975517,0.10722707400579846,0.41152346591000066,0.569307963848114,0.43601824283599855,0.057482309124767234,4.48627603758706,0.9341280392587318,10.544888888888888,0.013606299127127049,0.9297719160872142,900,927,1.0,1.03,0.03,0.6558791801510249,0.5513353943824768,0.6557544876763605,0.08543351296509871,10.085405111312866
Persistent drop,19,20279992,0.4468888888888889,0.2891111111111111,0.264,0.7108888888888889,0.5531111111111111,0.5738297741575968,0.3815555555555556,0.6400700484662898,0.08746106213104739,0.990885096193996,0.10728943190645683,0.41116629471330013,0.5627725672721863,0.4358727991580963,0.05719925512104283,4.462634961658053,0.9301990840125021,10.673333333333332,0.013898184204611107,0.9323268015445244,900,924,1.0,1.0266666666666666,0.02666666666666667,0.6406926406926406,0.5502431392669678,0.6480974220697157,0.08459142027798117,9.98211669921875
Persistent drop,20,20281001,0.45333333333333337,0.29688888888888887,0.24977777777777777,0.703111111111111,0.5466666666666666,0.5750585958304868,0.3837777777777778,0.644258917383604,0.0791205518304518,0.990598859397407,0.10243811591215522,0.41131104775391875,0.5652215600013732,0.43688590049743653,0.0568814400993172,4.448209064589607,0.929112802441884,10.579555555555554,0.012563275403762359,0.9311339496649702,900,919,1.0,1.021111111111111,0.021111111111111112,0.6452665941240479,0.551608681678772,0.6521218571498943,0.07646551633417453,9.745293140411377
Persistent drop,21,20282010,0.4613333333333333,0.29177777777777775,0.2468888888888889,0.7082222222222222,0.5386666666666666,0.589054737001857,0.4293333333333333,0.6587236600693669,0.08486669788579893,0.9923782652647679,0.10342786478527657,0.4094161249501881,0.5771903991699219,0.4355948221683502,0.056871508379888275,4.434294390307532,0.9307511107094711,10.531555555555556,0.014357433795435555,0.9308193470700854,900,918,1.0,1.02,0.02,0.6546840958605664,0.5479299426078796,0.6666160417586435,0.08207742386455652,10.817344903945923
Persistent drop,22,20283019,0.4402222222222222,0.3028888888888889,0.2568888888888889,0.6971111111111111,0.5597777777777778,0.5790535634645471,0.40511111111111114,0.6476488849205861,0.08366997784603455,0.991315546167761,0.10646880269037577,0.4113709590857336,0.5693432474136353,0.43788749814033506,0.05702793296089387,4.469892943965065,0.9339127664348787,10.704888888888888,0.013549207147352993,0.9319476015947724,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6503800217155266,0.5526276230812073,0.6555155758739413,0.08097886121717535,10.20335340499878
Persistent drop,23,20284028,0.45488888888888895,0.2991111111111111,0.24600000000000002,0.700888888888889,0.5451111111111111,0.5860944151547929,0.41511111111111104,0.6573421468554013,0.07881049001431883,0.9919470236063687,0.10335111681398523,0.4101352416183143,0.5739258646965026,0.42764006853103637,0.05787957790192427,4.4304407202402745,0.9223933762935863,10.759555555555558,0.013242022310615133,0.9285586889813314,900,935,1.0,1.038888888888889,0.03888888888888889,0.5786096256684492,0.5413119792938232,0.6651215951594799,0.07626796016061954,10.267029047012329
Persistent drop,24,20285037,0.446,0.29822222222222217,0.25577777777777777,0.7017777777777777,0.5539999999999999,0.5802156734574974,0.3902222222222222,0.650588283805072,0.07731744943846622,0.9913899037991821,0.10233919079236095,0.4118182764862564,0.5711030912399292,0.43431915521621706,0.05723153320918684,4.449271049923367,0.9256771816803478,10.62711111111111,0.01348600720285815,0.9280375746452946,900,924,1.0,1.0266666666666666,0.02666666666666667,0.6277056277056277,0.5479711294174194,0.6584638985444552,0.07483154885546894,10.402647972106934
Persistent drop,25,20286046,0.44800000000000006,0.29600000000000004,0.256,0.704,0.5519999999999999,0.5797625963373705,0.40577777777777785,0.6510578859977153,0.07822817281527301,0.9902164159792324,0.103578740316153,0.4125915875094647,0.5705924153327941,0.432792603969574,0.05736312849162012,4.443822157965766,0.9353692181855082,10.676444444444444,0.013676656091993165,0.931047943240485,900,926,1.0,1.028888888888889,0.028888888888888888,0.6252699784017278,0.5469761490821838,0.6590332812909515,0.07568747187794767,10.237414121627808
Persistent drop,26,20287055,0.44333333333333336,0.2975555555555555,0.2591111111111111,0.7024444444444445,0.5566666666666666,0.5822268740277301,0.40577777777777774,0.652395425722198,0.08043267610668044,0.9911255864974481,0.10409030591499695,0.41010154989253117,0.5715053844451904,0.44247232913970946,0.05682929857231534,4.500919209639232,0.9334143196204592,10.593777777777778,0.013674393710265565,0.9323141053055416,900,918,1.0,1.02,0.02,0.6742919389978214,0.5571997165679932,0.6602969043792585,0.07782241478463248,10.365574359893799
Persistent drop,27,20288064,0.4524444444444444,0.29377777777777775,0.25377777777777777,0.7062222222222222,0.5475555555555556,0.5807176587442864,0.40888888888888886,0.6512695475453424,0.08403735343731697,0.9877174505801123,0.10793484888533293,0.4102547235305177,0.571546151638031,0.43698980689048766,0.05700062073246431,4.458626819451649,0.9350556417573851,10.592888888888888,0.013930475933310888,0.93403100951728,900,920,1.0,1.0222222222222221,0.022222222222222223,0.6521739130434783,0.5504842400550842,0.6592881936374866,0.08123822021905891,10.67625379562378
Persistent drop,28,20289073,0.45,0.30377777777777776,0.2462222222222222,0.6962222222222222,0.55,0.5760273231051065,0.39599999999999996,0.6410449414778442,0.08837292911636521,0.992920902538359,0.10856138892533636,0.40953644669053396,0.5640798115730286,0.4378734374046326,0.05686654252017381,4.457075357172224,0.9308844943366605,10.518222222222223,0.013640668336677389,0.9300834938186984,900,920,1.0,1.0222222222222221,0.022222222222222223,0.6423913043478261,0.5519148707389832,0.6490514966524118,0.08547820779716697,10.31511926651001
